Timestamp_Unix,Time_Elapsed_s,Primary_Temp_C,Secondary_Temp_C,Setpoint_C,Duty_Cycle_Pct,Control_Mode,KP,KI,KD
1774254949.8958266,305.771,-9999.000000,21.995844,26.0,93.7195,LOW,0.2,0.005,0.0
1774254949.958553,305.834,-9999.000000,21.997787,26.0,93.6806,LOW,0.2,0.005,0.0
1774254950.0236435,305.899,-9999.000000,22.001279,26.0,93.7409,LOW,0.2,0.005,0.0
1774254950.084636,305.960,-9999.000000,21.998562,26.0,93.6651,LOW,0.2,0.005,0.0
1774254950.1481984,306.024,-9999.000000,21.995457,26.0,93.7272,LOW,0.2,0.005,0.0
1774254950.2138832,306.089,-9999.000000,21.994292,26.0,93.7505,LOW,0.2,0.005,0.0
1774254950.2743506,306.150,-9999.000000,21.996235,26.0,93.7117,LOW,0.2,0.005,0.0
1774254950.3435526,306.219,-9999.000000,21.998562,26.0,93.6651,LOW,0.2,0.005,0.0
1774254950.3961003,306.272,-9999.000000,21.994292,26.0,93.7505,LOW,0.2,0.005,0.0
1774254950.4547727,306.330,-9999.000000,21.999727,26.0,93.6418,LOW,0.2,0.005,0.0
1774254950.518097,306.394,-9999.000000,21.995844,26.0,93.7195,LOW,0.2,0.005,0.0
1774254950.5748055,306.450,-9999.000000,21.993127,26.0,93.7738,LOW,0.2,0.005,0.0
1774254950.6442597,306.520,-9999.000000,21.994680,26.0,93.7428,LOW,0.2,0.005,0.0
1774254950.7085574,306.584,-9999.000000,21.996622,26.0,93.7039,LOW,0.2,0.005,0.0
1774254950.7644026,306.640,-9999.000000,21.998562,26.0,93.6651,LOW,0.2,0.005,0.0
1774254950.8349268,306.710,-9999.000000,21.997787,26.0,93.6806,LOW,0.2,0.005,0.0
1774254950.894302,306.770,-9999.000000,21.995457,26.0,93.7272,LOW,0.2,0.005,0.0
1774254950.9642816,306.840,-9999.000000,21.992353,26.0,93.7893,LOW,0.2,0.005,0.0
